,norad_id,timestamp,equatorial_phase,magnitude,magnitude_unc,sensor,zeroptd
0,15,2025-10-28T21:01:59.575252Z,28.374337309907425,16.568306733833694,0.14532992040182227,728f206c,26.922316000000002
1,15,2025-10-28T21:02:06.888026Z,28.404800875152635,16.557671934182014,0.1409766056620743,728f206c,26.904635
2,15,2025-10-28T21:02:14.166040Z,28.435119643774126,16.498406105373093,0.15003077722920719,728f206c,26.897162
3,15,2025-10-28T21:02:36.038059Z,28.526234194190575,16.596014401364695,0.15101643950577034,728f206c,26.864227999999997
4,15,2025-10-28T21:02:50.611466Z,28.586944188715915,16.859129878455654,0.14825769182069443,728f206c,26.793925
5,15,2025-10-28T21:02:57.912010Z,28.61735685282507,16.683966807885678,0.14753961664922408,728f206c,26.761257
6,15,2025-10-28T21:03:05.200967Z,28.647721254378023,16.550227025777534,0.14725082004525475,728f206c,26.792637
7,15,2025-10-28T21:03:11.423906Z,28.673644833984675,16.614811644638912,0.14064287050895966,728f206c,26.764305
8,15,2025-10-28T21:03:17.669376Z,28.6996622783339,16.455817730454633,0.14285584482267433,728f206c,26.751652999999997
9,15,2025-10-28T21:03:23.912272Z,28.725669004769795,16.358077043537715,0.1433468183672034,728f206c,26.728087000000002
10,15,2025-10-28T21:03:30.153879Z,28.75167036636594,16.25420221758615,0.13430700059565026,728f206c,26.702461
11,15,2025-10-28T21:03:36.421236Z,28.77777900253787,16.574313704733424,0.13430421624059313,728f206c,26.668474000000003
12,15,2025-10-28T21:41:43.132953Z,38.30413104981847,16.712402845659224,0.14221531034315538,297fa777,26.986603000000002
13,15,2025-10-28T21:42:05.749125Z,38.39835261315204,16.762264721456354,0.1415985717759893,297fa777,26.991087999999998
14,15,2025-10-28T21:42:13.164896Z,38.42924757981037,16.711274490567053,0.13838363785144542,297fa777,27.003936000000003
15,15,2025-10-28T21:42:20.608348Z,38.46025787627647,16.78168328301503,0.13778240852881038,297fa777,27.010983000000003
16,15,2025-10-28T21:42:28.388471Z,38.49267079179191,16.81629631867563,0.13575425047120993,297fa777,27.002522
17,15,2025-10-28T21:42:35.818404Z,38.523624781918656,16.717196508693664,0.1415985717759893,297fa777,27.009784000000003
18,15,2025-10-28T21:42:58.209271Z,38.616907859193454,16.85236777943051,0.13933241799380358,297fa777,26.988175
19,15,2025-10-28T21:43:05.603155Z,38.64771169491657,16.781424352791316,0.13914669097395022,297fa777,26.999888
20,15,2025-10-28T22:03:16.899904Z,43.694225586187216,17.010779808983884,0.13415480282494546,728f206c,27.070960999999997
